word,frequency,topic_id
need,175,9
peace,173,9
end,171,9
ukraine,170,9
palestinian,170,9
policy,170,9
east,169,9
man,167,9
global,167,9
french,166,9
missile,166,9
putin,165,9
dozen,165,9
human,164,9
make,164,9
donald,164,9
migrant,163,9
law,161,9
strike,161,9
deadly,158,9
still,158,9
border,157,9
medium,154,9
back,153,9
part,151,9
conflict,150,9
get,147,9
india,146,9
middle,145,9
hit,144,9
korean,144,9
news,144,9
militant,144,9
near,143,9
home,143,9
way,142,9
authority,141,9
must,141,9
america,141,9
three,140,9
national,140,9
threat,140,9
sunday,139,9
killing,139,9
afghanistan,138,9
london,138,9
germany,137,9
plan,136,9
family,136,9
want,135,9
face,135,9
even,134,9
bombing,134,9
help,132,9
go,132,9
support,131,9
court,131,9
injured,130,9
amid,130,9
pakistan,129,9
civilian,129,9
arabia,129,9
foreign,128,9
myanmar,128,9
found,127,9
next,127,9
another,126,9
aleppo,126,9
european,125,9
move,125,9
obama,125,9
british,124,9
bomb,124,9
fight,123,9
aid,123,9
eu,123,9
chinese,122,9
mexico,121,9
hundred,121,9
yemen,121,9
philippine,120,9
talk,120,9
kim,120,9
greece,120,9
claim,119,9
ban,116,9
brexit,116,9
iraqi,115,9
turkish,115,9
without,114,9
climate,114,9
know,114,9
sea,114,9
around,114,9
washington,114,9
region,113,9
test,113,9
future,113,9
iranian,113,9
major,112,9
hope,111,9
protester,111,9
afghan,111,9
become,110,9
plane,110,9
case,110,9
brazil,110,9
weapon,109,9
air,108,9
hospital,108,9
top,108,9
africa,107,9
fear,107,9
uk,105,9
sanction,105,9
among,104,9
capital,104,9
crash,104,9
terror,103,9
japan,102,9
health,102,9
school,102,9
across,102,9
died,102,9
economic,102,9
blast,102,9
suicide,102,9
victim,102,9
history,101,9
missing,100,9
fighting,100,9
public,100,9
reuters,100,9
video,99,9
terrorism,98,9
rule,98,9
recent,98,9
activist,98,9
long,98,9
made,97,9
launch,97,9
corruption,97,9
reportedly,96,9
prison,96,9
tension,96,9
member,96,9
terrorist,96,9
suspect,96,9
campaign,95,9
effort,95,9
troop,95,9
presidential,94,9
decision,94,9
girl,94,9
work,94,9
administration,93,9
photo,93,9
mosul,93,9
set,92,9
street,92,9
yet,92,9
action,92,9
men,91,9
britain,91,9
ahead,91,9
german,91,9
social,91,9
referendum,91,9
shot,91,9
today,91,9
university,90,9
egypt,90,9
number,90,9
left,90,9
area,89,9
second,89,9
took,89,9
much,89,9
pope,89,9
rebel,89,9
parliament,89,9
rohingya,89,9
visit,88,9
battle,88,9
decade,88,9
opposition,88,9
union,87,9
far,87,9
leave,87,9
netanyahu,87,9
island,86,9
following,86,9
journalist,86,9
soldier,86,9
citizen,86,9
ally,86,9
see,86,9
arrested,86,9
find,86,9
past,85,9
army,85,9
taliban,85,9
called,85,9
abuse,85,9
look,84,9
cuba,84,9
including,83,9
win,83,9
earthquake,83,9
never,83,9
young,83,9
jong,83,9
house,82,9
several,82,9
despite,82,9
democracy,82,9
erdogan,82,9
nearly,81,9
accused,81,9
jerusalem,81,9
rise,81,9
le,81,9
arab,81,9
issue,81,9
place,80,9
gaza,80,9
latest,80,9
stop,80,9
town,80,9
target,80,9
system,80,9
march,79,9
five,79,9
flight,79,9
mass,79,9
community,79,9
camp,79,9
question,79,9
free,78,9
step,78,9
toll,78,9
coup,78,9
trade,78,9
soccer,77,9
responsibility,77,9
arrest,77,9
australia,77,9
venezuela,77,9
prince,76,9
west,76,9
crime,76,9
gas,76,9
hong,76,9
suspected,76,9
four,75,9
saturday,75,9
victory,75,9
put,75,9
team,75,9
expert,75,9
student,74,9
thing,74,9
worker,73,9
bill,73,9
challenge,73,9
six,73,9
massive,73,9
hold,73,9
northern,73,9
friday,73,9
summit,73,9
control,73,9
let,73,9
problem,73,9
incident,72,9
chief,72,9
monday,72,9
canada,72,9
car,72,9
greek,72,9
italy,72,9
airstrikes,72,9
politician,72,9
story,72,9
body,71,9
airport,71,9
explosion,71,9
kong,71,9
drug,71,9
wounded,71,9
mean,71,9
likely,71,9
head,70,9
good,70,9
give,70,9
used,70,9
big,70,9
open,70,9
ago,70,9
bomber,70,9
return,70,9
high,70,9
held,69,9
order,69,9
african,69,9
behind,69,9
use,68,9
warns,68,9
lead,68,9
meet,68,9
relation,68,9
western,68,9
response,68,9
role,68,9
going,68,9
outside,67,9
roundup,67,9
murder,66,9
already,66,9
eastern,66,9
australian,66,9
push,66,9
ap,66,9
duterte,66,9
water,65,9
organization,65,9
office,65,9
hour,65,9
forced,65,9
site,65,9
central,65,9
macron,65,9
investigation,65,9
assad,65,9
possible,65,9
better,65,9
white,64,9
qatar,64,9
building,64,9
operation,64,9
close,64,9
attempt,64,9
seen,64,9
defense,63,9
largest,63,9
charge,63,9
living,63,9
francis,63,9
trying,63,9
independence,63,9
meeting,62,9
came,62,9
oil,62,9
demand,62,9
mosque,62,9
center,62,9
embassy,62,9
ukrainian,61,9
inside,61,9
according,61,9
continue,61,9
taken,61,9
beijing,61,9
boat,61,9
key,61,9
others,61,9
local,60,9
reported,60,9
program,60,9
resident,60,9
survivor,60,9
ever,60,9
clear,60,9
agreement,60,9
economy,60,9
service,59,9
agency,59,9
council,59,9
rescue,59,9
coronavirus,59,9
majority,59,9
regime,59,9
dy,58,9
failed,58,9
historic,58,9
gunman,58,9
moment,58,9
known,58,9
condition,58,9
humanitarian,58,9
claimed,58,9
coalition,58,9
ceasefire,58,9
gulf,58,9
small,58,9
mark,57,9
tuesday,57,9
act,57,9
shooting,57,9
keep,57,9
attacker,57,9
fighter,57,9
lawmaker,57,9
result,57,9
general,57,9
well,57,9
new,801,10
business,776,10
year,745,10
company,721,10
time,632,10
one,612,10
people,572,10
job,538,10
tax,521,10
money,509,10
way,508,10
get,501,10
make,498,10
bank,461,10
credit,431,10
woman,425,10
work,423,10
american,416,10
need,407,10
financial,404,10
day,400,10
many,388,10
like,384,10
thing,370,10
wall,355,10
world,349,10
may,347,10
say,336,10
could,335,10
want,330,10
million,325,10
state,314,10
worker,299,10
would,298,10
pay,293,10
know,289,10
employee,284,10
ceo,283,10
said,281,10
life,277,10
best,276,10
customer,271,10
take,270,10
much,267,10
help,266,10
market,260,10
u,255,10
america,255,10
consumer,254,10
even,252,10
good,247,10
first,241,10
big,241,10
change,239,10
economy,238,10
come,234,10
card,234,10
right,234,10
still,231,10
report,229,10
last,228,10
percent,221,10
city,220,10
price,219,10
debt,219,10
home,216,10
plan,212,10
also,207,10
deal,201,10
cost,201,10
leader,198,10
go,197,10
week,196,10
find,196,10
think,196,10
social,194,10
back,192,10
billion,192,10
marketing,192,10
according,189,10
two,186,10
car,186,10
well,186,10
better,185,10
industry,184,10
really,184,10
health,184,10
buy,180,10
rate,175,10
month,171,10
great,170,10
every,169,10
country,167,10
service,167,10
loan,166,10
making,161,10
look,161,10
street,160,10
problem,158,10
sale,155,10
student,155,10
see,154,10
going,154,10
college,153,10
brand,151,10
show,149,10
investor,148,10
uber,148,10
economic,148,10
friday,147,10
president,147,10
success,147,10
store,146,10
family,146,10
account,146,10
important,146,10
use,145,10
federal,144,10
tip,144,10
entrepreneur,144,10
today,144,10
york,142,10
care,140,10
bad,140,10
often,140,10
le,139,10
executive,138,10
since,138,10
next,138,10
another,137,10
might,137,10
product,137,10
news,137,10
mean,135,10
mortgage,135,10
start,133,10
part,133,10
walmart,133,10
three,132,10
number,132,10
future,132,10
without,131,10
saving,131,10
end,131,10
board,131,10
black,130,10
step,130,10
growth,130,10
question,130,10
corporate,129,10
getting,127,10
reason,126,10
made,125,10
public,124,10
crisis,124,10
food,124,10
experience,124,10
trump,123,10
government,122,10
obama,122,10
never,120,10
keep,120,10
top,120,10
stock,119,10
holiday,119,10
let,119,10
data,119,10
leadership,119,10
lot,119,10
yet,118,10
bill,117,10
real,117,10
medium,117,10
career,117,10
labor,116,10
finance,116,10
give,116,10
income,116,10
become,115,10
strategy,115,10
recent,114,10
video,114,10
whether,114,10
five,114,10
around,114,10
score,113,10
personal,113,10
global,111,10
study,111,10
wage,110,10
least,110,10
free,110,10
save,110,10
retirement,110,10
office,110,10
stop,109,10
always,109,10
value,108,10
offer,108,10
major,108,10
opportunity,108,10
ca,108,10
long,108,10
little,108,10
law,107,10
put,107,10
working,106,10
story,106,10
rule,106,10
oil,105,10
high,105,10
past,104,10
spending,104,10
case,104,10
school,104,10
face,104,10
investment,103,10
small,103,10
hard,103,10
security,102,10
organization,102,10
insurance,102,10
others,101,10
group,101,10
ever,101,10
mistake,101,10
idea,101,10
benefit,100,10
successful,100,10
policy,98,10
risk,97,10
enough,97,10
create,97,10
lesson,97,10
actually,96,10
must,96,10
matter,95,10
share,95,10
avoid,95,10
fee,95,10
lead,95,10
dollar,95,10
startup,95,10
return,95,10
win,94,10
decision,94,10
interest,94,10
away,94,10
leave,94,10
united,94,10
cut,93,10
online,93,10
something,93,10
set,92,10
line,90,10
different,90,10
raise,90,10
team,90,10
tell,89,10
secret,89,10
feel,89,10
workplace,89,10
call,88,10
child,88,10
power,88,10
season,87,10
parent,87,10
likely,87,10
paid,87,10
taking,87,10
union,86,10
retailer,86,10
used,86,10
talk,86,10
man,86,10
everyone,86,10
result,86,10
founder,85,10
kid,85,10
biggest,85,10
point,84,10
issue,84,10
manager,84,10
looking,83,10
technology,83,10
however,83,10
move,82,10
wo,82,10
photo,82,10
survey,82,10
young,82,10
list,82,10
challenge,82,10
nearly,81,10
shopping,81,10
former,81,10
claim,81,10
four,81,10
told,81,10
fact,81,10
program,80,10
nonprofit,80,10
simple,80,10
increase,80,10
despite,79,10
average,79,10
men,79,10
got,79,10
turn,79,10
facebook,79,10
relationship,79,10
thinking,79,10
growing,79,10
impact,78,10
key,78,10
innovation,78,10
open,78,10
system,77,10
game,77,10
amazon,77,10
paying,77,10
budget,77,10
worst,77,10
housing,77,10
q,77,10
member,76,10
place,76,10
sure,76,10
old,76,10
trying,76,10
nation,76,10
lottery,76,10
learn,76,10
wrong,76,10
hit,75,10
order,75,10
advice,75,10
content,75,10
fall,75,10
thought,75,10
found,74,10
ask,74,10
easy,74,10
building,74,10
culture,74,10
unemployment,73,10
cash,73,10
minimum,73,10
spend,73,10
mind,73,10
process,72,10
fund,72,10
house,72,10
model,72,10
far,71,10
ago,71,10
higher,71,10
behind,71,10
probably,71,10
everything,71,10
china,71,10
largest,71,10
read,71,10
management,71,10
live,70,10
recently,70,10
someone,70,10
interview,70,10
buying,69,10
action,69,10
done,69,10
check,69,10
director,69,10
rich,69,10
private,69,10
common,69,10
love,69,10
level,68,10
irs,68,10
effort,68,10
human,68,10
investing,68,10
post,67,10
run,67,10
hour,67,10
national,67,10
early,67,10
reuters,67,10
class,67,10
gas,66,10
fed,66,10
across,66,10
build,66,10
energy,66,10
chief,66,10
owner,66,10
TRUE,66,10
already,66,10
summer,66,10
profit,65,10
local,65,10
trade,65,10
using,65,10
apple,65,10
age,65,10
reality,65,10
starting,65,10
recession,64,10
tech,64,10
practice,64,10
dream,64,10
climate,63,10
fear,63,10
history,63,10
clear,63,10
control,62,10
worth,62,10
firm,62,10
large,62,10
information,62,10
client,62,10
cause,61,10
fraud,61,10
tool,61,10
though,61,10
identity,61,10
latest,61,10
email,61,10
among,61,10
employer,61,10
twitter,60,10
fight,60,10
possible,60,10
meeting,60,10
washington,60,10
person,59,10
half,59,10
low,59,10
driver,59,10
california,59,10
coming,59,10
goal,59,10
lost,58,10
payment,58,10
bankruptcy,58,10
sign,58,10
called,58,10
corporation,58,10
role,58,10
professional,58,10
restaurant,58,10
difficult,58,10
skill,58,10
break,57,10
improve,57,10
answer,57,10
digital,57,10
bring,57,10
choice,57,10
paul,57,10
able,57,10
campaign,56,10
rise,56,10
nothing,56,10
education,56,10
settlement,56,10
donald,56,10
record,56,10
gap,56,10
living,56,10
including,55,10
community,55,10
scandal,55,10
ad,55,10
per,55,10
smart,55,10
focus,55,10
longer,54,10
legal,54,10
agency,54,10
happen,54,10
close,54,10
instead,54,10
approach,54,10
thanksgiving,54,10
selling,54,10
fiscal,54,10
six,53,10
continue,53,10
chain,53,10
refund,53,10
giant,53,10
google,53,10
internet,53,10
believe,53,10
planning,53,10
thousand,53,10
decade,53,10
support,53,10
based,53,10
trump,1274,11
donald,667,11
video,635,11
show,501,11
colbert,393,11
like,386,11
jimmy,363,11
new,337,11
one,332,11
get,331,11
night,325,11
stephen,318,11
time,311,11
bill,288,11
week,283,11
people,279,11
day,276,11
president,267,11
late,262,11
maher,253,11
host,250,11
thing,238,11
make,224,11
fallon,223,11
know,220,11
say,200,11
year,191,11
want,190,11
seth,187,11
live,186,11
meyers,179,11
noah,179,11
take,178,11
kimmel,178,11
best,177,11
photo,177,11
go,174,11
trevor,171,11
way,169,11
news,165,11
would,165,11
look,155,11
john,154,11
dog,153,11
watch,153,11
real,152,11
u,152,11
first,149,11
back,148,11
really,145,11
cat,137,11
comedian,135,11
white,134,11
twitter,133,11
last,126,11
spoof,125,11
love,125,11
world,122,11
could,121,11
comedy,121,11
ever,120,11
house,118,11
obama,118,11
even,117,11
every,117,11
think,116,11
see,116,11
going,114,11
guy,113,11
may,113,11
said,112,11
need,110,11
woman,110,11
give,108,11
got,107,11
oliver,107,11
life,105,11
right,105,11
ca,104,11
bee,103,11
let,102,11
talk,100,11
funny,99,11
much,99,11
tweet,98,11
saturday,97,11
little,97,11
never,96,11
man,95,11
friend,94,11
kid,93,11
christmas,93,11
james,91,11
daily,91,11
good,91,11
game,90,11
america,89,11
snl,88,11
movie,88,11
samantha,88,11
call,87,11
gop,87,11
still,86,11
joke,85,11
made,84,11
come,84,11
probably,84,11
something,83,11
also,82,11
lot,81,11
tv,80,11
stop,79,11
find,79,11
bad,79,11
election,79,11
word,78,11
hilarious,77,11
debate,77,11
better,77,11
romney,77,11
everyone,76,11
american,76,11
many,75,11
tell,75,11
well,75,11
clip,74,11
mock,73,11
perfect,73,11
mean,72,11
work,72,11
big,71,11
finally,70,11
conan,70,11
hillary,70,11
song,70,11
war,69,11
republican,69,11
internet,68,11
super,67,11
episode,67,11
note,67,11
weekend,66,11
parody,66,11
fox,66,11
corden,66,11
clinton,66,11
funniest,65,11
someone,65,11
question,65,11
help,65,11
thank,65,11
name,64,11
star,64,11
getting,64,11
reveals,64,11
turn,64,11
two,64,11
sketch,63,11
reason,63,11
update,62,11
fake,62,11
mitt,61,11
another,60,11
season,60,11
presidential,60,11
story,60,11
black,60,11
keep,59,11
halloween,59,11
speech,59,11
play,59,11
friday,59,11
ad,58,11
home,58,11
tonight,58,11
job,58,11
feel,58,11
picture,58,11
thought,57,11
everything,57,11
great,57,11
face,56,11
stewart,56,11
party,55,11
rip,55,11
fan,54,11
end,54,11
fun,54,11
pretty,54,11
hit,53,11
animal,53,11
actually,53,11
family,53,11
sure,53,11
open,52,11
michael,52,11
return,52,11
jon,51,11
fact,51,11
went,51,11
candidate,51,11
state,51,11
nothing,51,11
interview,51,11
facebook,51,11
via,51,11
medium,50,11
try,50,11
second,50,11
gun,50,11
holiday,50,11
baby,50,11
favorite,49,11
old,49,11
put,49,11
comment,49,11
wall,49,11
f,49,11
idea,48,11
moment,48,11
might,48,11
today,48,11
monologue,47,11
paul,47,11
mind,47,11
latest,47,11
hilariously,47,11
girl,47,11
kind,47,11
watching,46,11
took,46,11
change,46,11
totally,46,11
book,45,11
long,45,11
worst,45,11
around,45,11
impression,45,11
care,45,11
explains,44,11
person,44,11
baldwin,44,11
problem,44,11
enough,44,11
sound,44,11
food,43,11
least,43,11
oh,43,11
part,43,11
message,43,11
dad,43,11
thanksgiving,43,11
child,43,11
cold,42,11
answer,42,11
without,42,11
political,42,11
full,42,11
country,42,11
wrong,42,11
place,42,11
check,41,11
hard,41,11
bowl,41,11
read,40,11
making,40,11
david,40,11
hate,40,11
sean,40,11
actor,40,11
point,40,11
issue,40,11
campaign,40,11
claim,39,11
former,39,11
must,39,11
god,39,11
vote,39,11
trying,39,11
ryan,39,11
run,39,11
mike,39,11
office,39,11
sex,39,11
break,39,11
already,39,11
wo,39,11
die,39,11
always,39,11
chris,38,11
sander,38,11
head,38,11
hear,38,11
away,37,11
oscar,37,11
next,37,11
rule,37,11
share,37,11
list,37,11
steve,37,11
truth,37,11
meet,36,11
alec,36,11
laugh,36,11
anyone,36,11
start,36,11
human,36,11
reading,36,11
line,36,11
york,36,11
maybe,35,11
history,35,11
month,35,11
mom,35,11
sometimes,35,11
awkward,35,11
racist,34,11
member,34,11
imago,34,11
plan,34,11
case,34,11
democrat,34,11
shred,34,11
power,34,11
penny,34,11
far,34,11
school,34,11
pick,34,11
special,34,11
justin,34,11
short,34,11
le,33,11
award,33,11
audience,33,11
phone,33,11
looking,33,11
bernie,33,11
happy,33,11
sarah,33,11
film,33,11
stay,32,11
wait,32,11
putin,32,11
street,32,11
talking,32,11
money,32,11
dinner,32,11
jay,32,11
kate,31,11
told,31,11
tom,31,11
fails,31,11
troll,31,11
asks,31,11
giving,31,11
k,31,11
almost,31,11
win,31,11
advice,31,11
celebrity,31,11
prank,31,11
stupid,31,11
seen,31,11
saying,30,11
santa,30,11
men,30,11
honest,30,11
spicer,30,11
costume,30,11
fight,30,11
important,30,11
comic,30,11
mark,30,11
believe,30,11
whole,30,11
car,30,11
national,30,11
birthday,30,11
barack,30,11
puppy,30,11
since,30,11
writer,29,11
card,29,11
thanks,29,11
anything,29,11
secret,29,11
heart,29,11
surprise,29,11
taking,29,11
tax,29,11
sorry,28,11
mckinnon,28,11
three,28,11
along,28,11
coming,28,11
together,28,11
version,28,11
called,28,11
character,28,11
gift,28,11
found,28,11
slam,28,11
lie,28,11
set,28,11
nation,28,11
sense,28,11
happens,28,11
control,28,11
adorable,28,11
understand,27,11
ted,27,11
boy,27,11
summer,27,11
dating,27,11
used,27,11
hand,27,11
dead,27,11
use,27,11
response,27,11
city,27,11
air,27,11
terrible,27,11
series,27,11
eat,27,11
TRUE,27,11
act,27,11
father,27,11
cruz,26,11
cast,26,11
million,26,11
voter,26,11
press,26,11
different,26,11
drunk,26,11
came,26,11
valentine,26,11
awesome,26,11
yes,25,11
cool,25,11
team,25,11
music,25,11
done,25,11
sort,25,11
lady,25,11
yet,25,11
george,25,11
king,25,11
supporter,25,11
humor,25,11
ask,25,11
else,25,11
exactly,25,11
prof,25,11
imagine,25,11
jones,25,11
letterman,25,11
ready,25,11
remember,25,11
deal,25,11
instead,24,11
burn,24,11
wonder,24,11
chance,24,11
seems,24,11
warning,24,11
jeff,24,11
date,24,11
government,24,11
pay,24,11
sign,24,11
gay,24,11
kanye,24,11
suggests,24,11
wanted,24,11
bannon,24,11
sport,24,11
classic,24,11
musical,24,11
behind,24,11
pet,23,11
cute,23,11
minute,23,11
dance,23,11
saw,23,11
nail,23,11
honor,23,11
epic,23,11
climate,23,11
health,23,11
high,23,11
serious,23,11
apple,23,11
nightmare,23,11
become,23,11
weird,23,11
rock,23,11
scene,23,11
guest,23,11
kim,23,11
figure,23,11
game,578,12
player,474,12
team,471,12
nfl,453,12
win,336,12
sport,334,12
football,331,12
first,330,12
video,286,12
new,280,12
fan,280,12
world,271,12
olympic,263,12
one,262,12
say,253,12
nba,243,12
time,238,12
year,236,12
like,230,12
said,218,12
woman,211,12
olympics,210,12
coach,205,12
bowl,203,12
state,185,12
super,182,12
athlete,180,12
make,170,12
get,170,12
season,169,12
back,168,12
league,168,12
play,159,12
two,158,12
star,158,12
soccer,152,12
day,150,12
final,148,12
national,138,12
baseball,137,12
gold,137,12
james,125,12
even,124,12
week,122,12
look,120,12
lebron,119,12
college,119,12
former,118,12
take,118,12
best,118,12
way,117,12
basketball,117,12
thing,117,12
second,116,12
could,113,12
going,113,12
cup,112,12
want,111,12
ncaa,111,12
go,110,12
last,110,12
made,109,12
still,109,12
got,105,12
championship,105,12
history,103,12
medal,103,12
trump,103,12
good,103,12
watch,102,12
would,101,12
rio,101,12
live,99,12
series,97,12
people,97,12
american,97,12
life,96,12
york,96,12
face,96,12
think,95,12
man,94,12
quarterback,93,12
another,93,12
title,92,12
open,92,12
call,92,12
really,91,12
night,91,12
need,91,12
tiger,90,12
school,90,12
ever,88,12
field,88,12
high,88,12
come,85,12
brady,85,12
michael,84,12
sunday,83,12
right,83,12
may,83,12
record,82,12
tournament,82,12
espn,82,12
show,81,12
ball,81,12
goal,81,12
winter,81,12
curry,81,12
tom,80,12
hit,80,12
end,80,12
score,80,12
photo,79,12
beat,78,12
williams,78,12
put,78,12
u,77,12
city,77,12
three,76,12
know,76,12
let,76,12
saturday,76,12
major,75,12
kid,75,12
lead,74,12
point,74,12
champion,73,12
home,73,12
touchdown,73,12
wood,72,12
run,72,12
also,72,12
playoff,72,12
injury,72,12
head,72,12
round,72,12
top,71,12
shot,71,12
never,70,12
big,69,12
usa,68,12
great,67,12
start,66,12
patriot,66,12
mlb,65,12
event,65,12
warrior,65,12
kobe,64,12
third,64,12
move,63,12
love,63,12
return,63,12
fight,62,12
give,62,12
four,62,12
since,62,12
men,61,12
match,61,12
story,61,12
every,60,12
report,60,12
stadium,60,12
change,60,12
see,60,12
victory,59,12
hockey,59,12
career,58,12
moment,58,12
young,58,12
police,58,12
much,58,12
manning,58,12
bryant,57,12
giant,57,12
many,57,12
loss,56,12
president,56,12
making,56,12
pro,55,12
better,55,12
update,55,12
took,54,12
abuse,54,12
playing,54,12
violence,54,12
little,54,12
fifa,54,12
los,53,12
sexual,53,12
talk,53,12
hope,53,12
san,53,12
away,53,12
death,52,12
cleveland,52,12
twitter,52,12
winning,52,12
green,52,12
anthem,52,12
angeles,51,12
wo,51,12
hall,51,12
without,51,12
next,51,12
protest,51,12
donald,51,12
well,51,12
catch,51,12
race,50,12
name,50,12
united,50,12
bill,50,12
set,49,12
nassar,49,12
reason,49,12
went,49,12
guy,49,12
might,49,12
peyton,49,12
manziel,49,12
university,48,12
keep,48,12
stephen,48,12
reportedly,48,12
lost,48,12
real,48,12
million,47,12
long,47,12
teammate,47,12
tennis,47,12
smith,47,12
pay,47,12
nothing,47,12
michigan,47,12
dunk,47,12
brown,46,12
place,46,12
told,46,12
course,46,12
ryan,46,12
serena,46,12
kaepernick,46,12
help,46,12
draft,45,12
washington,45,12
mike,45,12
around,45,12
winner,45,12
feel,45,12
scandal,45,12
pitcher,44,12
slam,44,12
doping,44,12
month,44,12
kevin,44,12
finally,43,12
russell,43,12
carolina,43,12
dead,43,12
john,43,12
russian,43,12
case,43,12
king,43,12
america,43,12
break,43,12
eagle,43,12
roger,42,12
owner,42,12
family,42,12
legend,42,12
part,42,12
official,42,12
domestic,42,12
north,42,12
seahawks,42,12
something,42,12
jordan,42,12
mets,42,12
golf,41,12
suspended,41,12
everyone,41,12
lakers,41,12
perfect,41,12
tim,41,12
tweet,41,12
charge,40,12
wrong,40,12
upset,40,12
colin,40,12
greg,40,12
friday,40,12
concussion,40,12
ca,39,12
son,39,12
called,39,12
march,39,12
news,39,12
hard,39,12
getting,39,12
money,39,12
shooting,39,12
performance,39,12
johnny,39,12
ad,39,12
dodger,38,12
dy,38,12
ceremony,38,12
bronco,38,12
five,38,12
came,38,12
figure,38,12
pull,38,12
conference,38,12
victim,38,12
phelps,38,12
alabama,38,12
among,38,12
rule,38,12
yet,38,12
half,38,12
fantasy,38,12
played,37,12
black,37,12
stand,37,12
stop,37,12
child,37,12
jersey,37,12
chance,37,12
defeat,37,12
white,37,12
father,37,12
larry,37,12
country,37,12
ray,37,12
host,37,12
pretty,37,12
work,37,12
throw,37,12
florida,37,12
chris,37,12
number,36,12
free,36,12
fame,36,12
court,36,12
chicago,36,12
fun,36,12
gymnastics,36,12
club,36,12
word,36,12
pick,36,12
texas,36,12
pas,35,12
kentucky,35,12
running,35,12
whether,35,12
louis,35,12
behind,35,12
hero,35,12
problem,35,12
line,35,12
professional,34,12
boston,34,12
bad,34,12
olympian,34,12
past,34,12
already,34,12
claim,34,12
south,34,12
female,34,12
philadelphia,34,12
left,34,12
johnson,34,12
madness,34,12
lot,34,12
late,34,12
sign,34,12
gif,34,12
died,33,12
become,33,12
rookie,33,12
reporter,33,12
post,33,12
yankee,33,12
decision,33,12
greatest,33,12
wild,33,12
question,33,12
today,33,12
goodell,33,12
cam,33,12
crash,32,12
medium,32,12
houston,32,12
tell,32,12
francisco,32,12
commissioner,32,12
far,32,12
thought,32,12
raven,32,12
interview,32,12
actually,32,12
found,32,12
ready,32,12
ohio,32,12
mvp,31,12
meet,31,12
russia,31,12
opening,31,12
minute,31,12
probably,31,12
kick,31,12
dream,31,12
golden,31,12
internet,31,12
assault,31,12
issue,31,12
turn,31,12
investigation,31,12
brain,31,12
colt,31,12
girl,31,12
center,31,12
biggest,31,12
matt,31,12
tebow,31,12
newton,31,12
accused,30,12
paul,30,12
notre,30,12
dame,30,12
djokovic,30,12
became,30,12
arrested,30,12
message,30,12
friend,30,12
miami,30,12
finish,30,12
hand,30,12
comment,30,12
brazil,30,12
society,30,12
lochte,30,12
suspension,29,12
qb,29,12
daughter,29,12
health,29,12
drug,29,12
ban,29,12
attack,29,12
following,29,12
simone,29,12
old,29,12
steph,29,12
committee,29,12
battle,29,12
watching,29,12
always,29,12
redskin,29,12
defense,29,12
matter,29,12
via,29,12
age,28,12
panther,28,12
miss,28,12
red,28,12
continues,28,12
trying,28,12
ticket,28,12
least,28,12
safety,28,12
bile,28,12
latest,28,12
jet,28,12
adam,28,12
ago,28,12
la,27,12
training,27,12
wife,27,12
ali,27,12
enough,27,12
lose,27,12
david,27,12
highlight,27,12
reach,27,12
cowboy,27,12
andrew,27,12
classic,27,12
heart,27,12
nhl,27,12
contract,27,12
follow,27,12
ronda,27,12
rousey,27,12
amazing,27,12
hardy,27,12
grand,26,12
muhammad,26,12
novak,26,12
used,26,12
nearly,26,12
home,1776,13
photo,1659,13
idea,584,13
day,550,13
make,522,13
house,450,13
video,430,13
new,411,13
one,398,13
way,376,13
u,359,13
craft,359,13
tip,325,13
get,307,13
diy,296,13
time,287,13
like,284,13
design,284,13
room,255,13
space,240,13
look,240,13
say,239,13
check,238,13
something,238,13
best,231,13
pinterest,228,13
find,215,13
thing,211,13
year,199,13
designer,194,13
living,193,13
know,190,13
kitchen,190,13
need,185,13
decor,185,13
color,184,13
easy,183,13
week,181,13
holiday,180,13
gift,180,13
great,176,13
love,171,13
clean,165,13
want,165,13
sure,165,13
party,160,13
little,159,13
take,157,13
see,156,13
vintage,148,13
furniture,141,13
life,140,13
spring,139,13
twitter,138,13
facebook,138,13
cleaning,137,13
show,136,13
style,134,13
small,132,13
real,130,13
huffpost,130,13
story,130,13
favorite,128,13
sale,127,13
even,127,13
garden,127,13
place,125,13
weekend,125,13
come,123,13
would,123,13
plant,123,13
think,122,13
table,121,13
right,120,13
go,120,13
project,120,13
interior,119,13
perfect,118,13
may,117,13
summer,117,13
simple,115,13
use,114,13
many,114,13
create,114,13
good,113,13
beautiful,112,13
people,109,13
keep,108,13
inside,108,13
email,107,13
season,106,13
much,106,13
help,105,13
first,104,13
wall,103,13
every,103,13
could,103,13
paint,100,13
always,100,13
made,100,13
country,99,13
instagram,99,13
homesubmissions,98,13
apartment,96,13
old,95,13
read,94,13
really,94,13
around,93,13
tumblr,93,13
decorating,93,13
address,93,13
sent,93,13
pr,92,13
tour,92,13
tiny,91,13
pitch,91,13
work,90,13
without,90,13
item,90,13
bathroom,90,13
city,89,13
better,88,13
slideshow,87,13
ever,86,13
flower,86,13
outdoor,86,13
back,85,13
bedroom,85,13
big,84,13
watch,83,13
us,83,13
family,82,13
might,81,13
pretty,81,13
turn,81,13
fun,80,13
store,80,13
set,79,13
le,79,13
let,79,13
hot,78,13
inspiration,78,13
christmas,77,13
light,77,13
art,77,13
give,76,13
using,76,13
cool,76,13
last,75,13
amazing,75,13
live,75,13
ebay,75,13
market,74,13
top,73,13
york,73,13
